node_id,event_year,n_projects,treatment_group,treatment_label,project_ids,traffic_pre,traffic_at,traffic_post,traffic_post2,delta_pre_to_event,delta_pre_to_post,delta_pre_to_post2,rel_delta_pre_to_post
12_4100,2002,1,asphalt_overlay,"AC Shoulder Replacement, Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",12_4100_20020829_2_1,33398.0,14500.5,30383.0,31750.0,-18897.5,-3015.0,-1648.0,-0.09027486675848853
12_4100,2012,1,asphalt_overlay,"Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",12_4100_20120812_3_1,27142.0,18887.5,26649.0,17973.0,-8254.5,-493.0,-9169.0,-0.01816373148625746
12_4101,1987,1,unknown,Missing / not recorded,12_4101_19870101_1_1,4258.0,4688.0,5090.0,5936.0,430.0,832.0,1678.0,0.19539689995302958
12_4101,1991,1,asphalt_overlay,Asphalt Concrete Overlay,12_4101_19910731_2_1,6366.0,12131.0,2892.0,11516.0,5765.0,-3474.0,5150.0,-0.5457115928369463
12_4103,1987,1,unknown,Missing / not recorded,12_4103_19870101_1_1,89288.0,99803.0,116609.0,129908.0,10515.0,27321.0,40620.0,0.30598736672341187
12_4105,1987,1,unknown,Missing / not recorded,12_4105_19870101_1_1,59513.0,81132.0,54454.0,178758.0,21619.0,-5059.0,119245.0,-0.08500663720531648
12_4106,2003,1,asphalt_overlay,"Surface Treatment, Single Layer, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",12_4106_20031115_2_1,389448.0,175884.0,376319.0,419587.0,-213564.0,-13129.0,30139.0,-0.03371181775230583
12_4107,1987,1,unknown,Missing / not recorded,12_4107_19870101_1_1,91520.0,136506.0,149791.0,167173.0,44986.0,58271.0,75653.0,0.6367023601398601
12_4108,1987,1,unknown,Missing / not recorded,12_4108_19870101_1_1,20032.0,40976.0,47410.0,52763.0,20944.0,27378.0,32731.0,1.3667132587859425
12_4135,1987,1,unknown,Missing / not recorded,12_4135_19870101_1_1,355329.0,358915.0,573365.0,498271.0,3586.0,218036.0,142942.0,0.6136172392346249
12_4135,1992,2,asphalt_overlay,"AC Shoulder Replacement, Asphalt Concrete Overlay | Surface Treatment, Single Layer",12_4135_19920215_2_1 | 12_4135_19920615_3_1,284798.0,192687.66666666666,78031.0,325193.0,-92110.33333333334,-206767.0,40395.0,-0.7260128231237579
12_4136,1987,1,unknown,Missing / not recorded,12_4136_19870101_1_1,381294.0,383351.0,578625.0,503101.0,2057.0,197331.0,121807.0,0.5175297801696329
12_4136,1992,2,asphalt_overlay,"AC Shoulder Replacement, Asphalt Concrete Overlay | Surface Treatment, Single Layer",12_4136_19920215_2_1 | 12_4136_19920615_3_1,341595.0,238535.66666666666,75528.0,373747.0,-103059.33333333334,-266067.0,32152.0,-0.7788960611250164
12_4137,1987,1,unknown,Missing / not recorded,12_4137_19870101_1_1,561609.0,535293.0,581001.0,504940.0,-26316.0,19392.0,-56669.0,0.0345293611747675
12_4137,1992,2,asphalt_overlay,"AC Shoulder Replacement, Asphalt Concrete Overlay | Surface Treatment, Single Layer",12_4137_19920215_2_1 | 12_4137_19920615_3_1,237290.0,126138.66666666667,411980.0,399103.0,-111151.33333333333,174690.0,161813.0,0.7361877870959586
12_4138,1987,1,unknown,Missing / not recorded,12_4138_19870101_1_1,191736.0,212674.0,218468.0,153354.0,20938.0,26732.0,-38382.0,0.13942087036341635
12_4138,1993,1,patching,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",12_4138_19930901_2_1,44301.0,29940.0,73218.0,79420.0,-14361.0,28917.0,35119.0,0.652739215819056
12_4138,1998,1,crack_sealing,"AC Shoulder Replacement, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",12_4138_19980615_3_1,78565.0,63767.333333333336,83629.0,85782.0,-14797.666666666664,5064.0,7217.0,0.06445618277859097
12_4138,2001,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,12_4138_20010515_4_1,85782.0,80661.5,100652.0,104422.0,-5120.5,14870.0,18640.0,0.1733463896854818
12_4138,2004,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,12_4138_20040515_5_1,104422.0,99334.4,110749.0,113663.0,-5087.600000000006,6327.0,9241.0,0.0605906801248779
12_4154,1987,1,unknown,Missing / not recorded,12_4154_19870101_1_1,121514.0,119597.0,118284.0,185393.5,-1917.0,-3230.0,63879.5,-0.02658129927415771
12_4154,1989,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_4154_19890615_2_1,118284.0,185393.5,217581.0,40087.0,67109.5,99297.0,-78197.0,0.8394795576747489
12_4154,1991,2,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),12_4154_19910101_3_1 | 12_4154_19910515_4_1,217581.0,40087.0,50496.4,65197.666666666664,-177494.0,-167084.6,-152383.33333333334,-0.7679190738161881
12_4154,1992,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),12_4154_19921115_5_1,40087.0,50496.4,65197.666666666664,83080.0,10409.400000000001,25110.666666666664,42993.0,0.6264042374502123
12_4154,1993,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),12_4154_19930915_6_1,50496.4,65197.666666666664,83080.0,102184.57142857143,14701.266666666663,32583.6,51688.17142857143,0.6452658011264168
12_4154,1995,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),12_4154_19950315_7_1,83080.0,102184.57142857143,103742.375,228120.0,19104.571428571435,20662.375,145040.0,0.24870456186807896
12_4154,1996,1,patching,"Manual Premix Spot Patch (hand spreading and compacting with roller), Machine Premix Patch (placing premix with paver roller)",12_4154_19960415_8_1,102184.57142857143,103742.375,228120.0,28253.0,1557.8035714285652,125935.42857142857,-73931.57142857143,1.2324309512758425
12_9054,1987,1,unknown,Missing / not recorded,12_9054_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A310,1987,1,unknown,Missing / not recorded,12_A310_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A310,1991,1,asphalt_overlay,Asphalt Concrete Overlay,12_A310_19910219_2_1,92733.0,139423.0,154505.0,140575.0,46690.0,61772.0,47842.0,0.6661274842828335
12_A320,1987,1,unknown,Missing / not recorded,12_A320_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A320,1990,1,seal_coat,Slurry Seal Coat,12_A320_19900813_2_1,100256.0,64278.0,149455.0,154505.0,-35978.0,49199.0,54249.0,0.49073372167251833
12_A321,1987,1,unknown,Missing / not recorded,12_A321_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A321,1991,1,seal_coat,Slurry Seal Coat,12_A321_19910322_2_1,92733.0,133076.5,154505.0,140575.0,40343.5,61772.0,47842.0,0.6661274842828335
12_A330,1987,1,unknown,Missing / not recorded,12_A330_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A330,1990,1,crack_sealing,Crack Sealing,12_A330_19900812_2_1,100256.0,64405.0,149455.0,154505.0,-35851.0,49199.0,54249.0,0.49073372167251833
12_A350,1987,1,unknown,Missing / not recorded,12_A350_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A350,1990,1,seal_coat,Aggregate Seal Coat,12_A350_19900813_2_1,100256.0,64278.0,149455.0,154505.0,-35978.0,49199.0,54249.0,0.49073372167251833
12_A351,1987,1,unknown,Missing / not recorded,12_A351_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A351,1991,1,seal_coat,"Surface Treatment, Double Layer",12_A351_19910412_2_1,92733.0,128777.0,154505.0,140575.0,36044.0,61772.0,47842.0,0.6661274842828335
12_A352,1987,1,unknown,Missing / not recorded,12_A352_19870101_1_1,78745.0,86230.0,93654.0,100256.0,7485.0,14909.0,21511.0,0.18933265604165345
12_A352,1991,1,seal_coat,Aggregate Seal Coat,12_A352_19910219_2_1,92733.0,139423.0,154505.0,140575.0,46690.0,61772.0,47842.0,0.6661274842828335
12_AA01,2016,1,asphalt_overlay,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,12_AA01_20160907_2_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12_AA02,2016,1,asphalt_overlay,Mill Existing Pavement and Overlay with Warm Mix Recycled AC,12_AA02_20160907_2_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12_AA03,2016,1,asphalt_overlay,Mill Existing Pavement and Overlay with Warm Mix Recycled AC,12_AA03_20160907_2_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12_AA61,2016,1,asphalt_overlay,Mill Existing Pavement and Overlay with Warm Mix Recycled AC,12_AA61_20160908_2_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12_B310,1987,1,unknown,Missing / not recorded,12_B310_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B310,1991,1,asphalt_overlay,Asphalt Concrete Overlay,12_B310_19910219_2_1,177168.0,127269.0,186278.0,168089.0,-49899.0,9110.0,-9079.0,0.051420121015081734
12_B320,1987,1,unknown,Missing / not recorded,12_B320_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B320,1990,1,seal_coat,Slurry Seal Coat,12_B320_19900816_2_1,180470.0,122076.0,136426.0,186278.0,-58394.0,-44044.0,5808.0,-0.24405164293234333
12_B321,1987,1,unknown,Missing / not recorded,12_B321_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B321,1991,1,seal_coat,Slurry Seal Coat,12_B321_19910325_2_1,177168.0,120914.5,186278.0,168089.0,-56253.5,9110.0,-9079.0,0.051420121015081734
12_B330,1987,1,unknown,Missing / not recorded,12_B330_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B330,1990,1,crack_sealing,Crack Sealing,12_B330_19900816_2_1,180470.0,122076.0,136426.0,186278.0,-58394.0,-44044.0,5808.0,-0.24405164293234333
12_B350,1987,1,unknown,Missing / not recorded,12_B350_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B350,1990,1,seal_coat,Aggregate Seal Coat,12_B350_19900816_2_1,180470.0,122076.0,136426.0,186278.0,-58394.0,-44044.0,5808.0,-0.24405164293234333
12_B351,1987,1,unknown,Missing / not recorded,12_B351_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B351,1991,1,seal_coat,"Surface Treatment, Double Layer",12_B351_19910312_2_1,177168.0,123344.0,186278.0,168089.0,-53824.0,9110.0,-9079.0,0.051420121015081734
12_B352,1987,1,unknown,Missing / not recorded,12_B352_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B352,1991,1,seal_coat,Aggregate Seal Coat,12_B352_19910315_2_1,177168.0,122783.5,186278.0,168089.0,-54384.5,9110.0,-9079.0,0.051420121015081734
12_B360,1987,1,unknown,Missing / not recorded,12_B360_19870101_1_1,190968.0,186489.0,183685.0,180470.0,-4479.0,-7283.0,-10498.0,-0.038137279544216834
12_B360,1991,1,asphalt_overlay,Asphalt Concrete Overlay,12_B360_19910219_2_1,177168.0,127269.0,186278.0,168089.0,-49899.0,9110.0,-9079.0,0.051420121015081734
12_C310,1987,1,unknown,Missing / not recorded,12_C310_19870101_1_1,121514.0,119597.0,118284.0,239535.0,-1917.0,-3230.0,118021.0,-0.02658129927415771
12_C310,1990,1,asphalt_overlay,Asphalt Concrete Overlay,12_C310_19901119_2_1,239535.0,121607.0,44138.0,61157.0,-117928.0,-195397.0,-178378.0,-0.8157346525559939
12_C320,1987,1,unknown,Missing / not recorded,12_C320_19870101_1_1,121514.0,119597.0,118284.0,239535.0,-1917.0,-3230.0,118021.0,-0.02658129927415771
12_C320,1990,1,seal_coat,Slurry Seal Coat,12_C320_19900817_2_1,239535.0,149624.0,44138.0,61157.0,-89911.0,-195397.0,-178378.0,-0.8157346525559939
12_C320,1994,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C320_19940515_3_1,73797.0,72913.0,105190.0,97678.75,-884.0,31393.0,23881.75,0.42539669634266974
12_C320,1996,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C320_19960515_4_1,105190.0,97678.75,228120.0,28253.0,-7511.25,122930.0,-76937.0,1.1686472098108185
12_C321,1987,1,unknown,Missing / not recorded,12_C321_19870101_1_1,121514.0,119597.0,118284.0,239535.0,-1917.0,-3230.0,118021.0,-0.02658129927415771
12_C321,1991,1,seal_coat,Slurry Seal Coat,12_C321_19910418_2_1,217581.0,37668.5,61157.0,73797.0,-179912.5,-156424.0,-143784.0,-0.7189230677310978
12_C321,1994,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C321_19940515_3_1,73797.0,72913.0,105190.0,97678.75,-884.0,31393.0,23881.75,0.42539669634266974
12_C321,1996,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C321_19960515_4_1,105190.0,97678.75,228120.0,28253.0,-7511.25,122930.0,-76937.0,1.1686472098108185
12_C330,1987,1,unknown,Missing / not recorded,12_C330_19870101_1_1,121514.0,119597.0,118284.0,239535.0,-1917.0,-3230.0,118021.0,-0.02658129927415771
12_C330,1990,1,crack_sealing,Crack Sealing,12_C330_19900816_2_1,239535.0,149922.0,44138.0,53637.666666666664,-89613.0,-195397.0,-185897.33333333334,-0.8157346525559939
12_C330,1992,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C330_19920515_3_1,44138.0,53637.666666666664,73797.0,75454.75,9499.666666666664,29659.0,31316.75,0.671960668811455
12_C330,1994,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C330_19940515_4_1,73797.0,75454.75,105190.0,99663.2,1657.75,31393.0,25866.199999999997,0.42539669634266974
12_C330,1996,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",12_C330_19960515_5_1,105190.0,99663.2,228120.0,28253.0,-5526.800000000003,122930.0,-76937.0,1.1686472098108185
12_C350,1987,1,unknown,Missing / not recorded,12_C350_19870101_1_1,121514.0,119597.0,118284.0,239535.0,-1917.0,-3230.0,118021.0,-0.02658129927415771
12_C350,1990,1,seal_coat,Aggregate Seal Coat,12_C350_19900817_2_1,239535.0,149624.0,44138.0,61157.0,-89911.0,-195397.0,-178378.0,-0.8157346525559939
13_0502,1987,1,unknown,Missing / not recorded,13_0502_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0502,1993,1,asphalt_overlay,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,13_0502_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0503,1987,1,unknown,Missing / not recorded,13_0503_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0503,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",13_0503_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0504,1987,1,unknown,Missing / not recorded,13_0504_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0504,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",13_0504_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0505,1987,1,unknown,Missing / not recorded,13_0505_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0505,1993,1,asphalt_overlay,Mill Off AC and Overlay with AC,13_0505_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0506,1987,1,unknown,Missing / not recorded,13_0506_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0506,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",13_0506_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0507,1987,1,unknown,Missing / not recorded,13_0507_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0507,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",13_0507_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0508,1987,1,unknown,Missing / not recorded,13_0508_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0508,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",13_0508_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0509,1987,1,unknown,Missing / not recorded,13_0509_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0509,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",13_0509_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0560,1987,1,unknown,Missing / not recorded,13_0560_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0560,1993,1,asphalt_overlay,Mill Off AC and Overlay with AC,13_0560_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0561,1987,1,unknown,Missing / not recorded,13_0561_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0561,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",13_0561_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0562,1987,1,unknown,Missing / not recorded,13_0562_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0562,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",13_0562_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0563,1987,1,unknown,Missing / not recorded,13_0563_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0563,1993,1,asphalt_overlay,Mill Off AC and Overlay with AC,13_0563_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0564,1987,1,unknown,Missing / not recorded,13_0564_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0564,1993,1,asphalt_overlay,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,13_0564_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0565,1987,1,unknown,Missing / not recorded,13_0565_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0565,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",13_0565_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_0566,1987,1,unknown,Missing / not recorded,13_0566_19870101_1_1,1932292.0,1976067.0,2026253.0,2066595.0,43775.0,93961.0,134303.0,0.04862670859269717
13_0566,1993,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",13_0566_19930606_2_1,2159077.0,1743706.0,2310965.0,2363163.0,-415371.0,151888.0,204086.0,0.07034857950874378
13_1001,1987,1,unknown,Missing / not recorded,13_1001_19870101_1_1,37128.0,49535.0,47072.0,88065.0,12407.0,9944.0,50937.0,0.2678302090066796
13_1001,1991,1,shoulder_restoration,AC Shoulder Replacement,13_1001_19910615_2_1,121080.0,106681.0,143953.0,151563.0,-14399.0,22873.0,30483.0,0.18890815989428478
13_1004,1987,1,unknown,Missing / not recorded,13_1004_19870101_1_1,42215.0,41608.0,59005.0,36712.0,-607.0,16790.0,-5503.0,0.39772592680326896
13_1004,1990,1,shoulder_restoration,AC Shoulder Replacement,13_1004_19900615_2_1,36712.0,69349.5,63787.0,72403.0,32637.5,27075.0,35691.0,0.7374972760950098
13_1005,1987,1,unknown,Missing / not recorded,13_1005_19870101_1_1,58446.0,98394.0,81062.0,117503.0,39948.0,22616.0,59057.0,0.3869554802723882
13_1005,1990,1,shoulder_restoration,AC Shoulder Replacement,13_1005_19900615_2_1,117503.0,46597.0,55734.0,89683.0,-70906.0,-61769.0,-27820.0,-0.5256801953992664
13_1031,1987,1,unknown,Missing / not recorded,13_1031_19870101_1_1,33672.0,42390.0,48017.0,50574.0,8718.0,14345.0,16902.0,0.4260216203373723
13_1031,1995,1,crack_sealing,Crack Sealing,13_1031_19950915_2_1,36990.0,23535.5,100050.0,58096.333333333336,-13454.5,63060.0,21106.333333333336,1.7047850770478508
